Date,Share Code,Year High (GHS),Year Low (GHS),Previous Closing Price VWAP (GHS),Opening Price (GHS),Closing Price VWAP (GHS),Price Change (GHS),Closing Bid Price (GHS),Last Transaction Price (GHS),Total Shares Traded,Closing Offer Price (GHS),,,,,,,,,,,
2017-01-03,AYRTN,0.12,0.12,0.12,0.12,0.12,0,0.1,0.12,300,0.12,,,,,,,,,,,
2017-01-04,AYRTN,0.12,0.12,0.12,0.12,0.12,0,0.1,0.12,0,0.12,,,,,,,,,,,
2017-01-05,AYRTN,0.12,0.1,0.12,0.12,0.1,-0.02,0.1,0.1,10400,0.12,,,,,,,,,,,
2017-01-06,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-01-09,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,200,,,,,,,,,,,,
2017-01-10,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,600,,,,,,,,,,,,
2017-01-11,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-01-12,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-01-13,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-01-16,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,1200,,,,,,,,,,,,
2017-01-17,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-01-18,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-01-19,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-01-20,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-01-23,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,57300,,,,,,,,,,,,
2017-01-24,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-01-25,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-01-26,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.11,0.1,0,,,,,,,,,,,,
2017-01-27,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-01-30,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-01-31,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-02-01,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-02-02,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,500,,,,,,,,,,,,
2017-02-03,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-02-06,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-02-07,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.11,0.1,0,,,,,,,,,,,,
2017-02-08,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-02-09,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-02-10,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-02-13,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-02-14,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-02-15,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-02-16,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-02-17,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-02-20,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.11,0.1,0,,,,,,,,,,,,
2017-02-21,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-02-22,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-02-23,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-02-24,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.12,0.1,0,,,,,,,,,,,,
2017-02-27,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-02-28,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-03-01,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-03-02,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.12,0.1,0,,,,,,,,,,,,
2017-03-03,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-03-07,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-03-08,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-03-09,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,5900,,,,,,,,,,,,
2017-03-10,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-03-13,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-03-14,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-03-15,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-03-16,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-03-17,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-03-20,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-03-21,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-03-22,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-03-23,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-03-24,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-03-27,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-03-28,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-03-29,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-03-30,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-03-31,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-04-03,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.12,0.1,0,,,,,,,,,,,,
2017-04-04,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,1200,,,,,,,,,,,,
2017-04-05,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-04-06,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,5400,,,,,,,,,,,,
2017-04-07,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-04-10,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-04-11,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-04-12,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-04-13,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-04-18,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-04-19,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-04-20,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-04-21,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-04-24,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-04-25,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-04-26,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-04-27,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-04-28,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-05-02,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-05-03,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-05-04,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-05-05,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-05-08,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,1200,,,,,,,,,,,,
2017-05-09,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-05-10,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-05-11,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-05-12,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-05-15,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-05-16,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-05-17,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-05-18,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-05-19,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-05-22,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.11,0.1,0,,,,,,,,,,,,
2017-05-23,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-05-24,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-05-26,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-05-29,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-05-30,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-05-31,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-06-01,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-06-02,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,0.1,,,,,,,,,,,
2017-06-05,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,6400,,,,,,,,,,,,
2017-06-06,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-06-07,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-06-08,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-06-09,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-06-12,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,0.1,,,,,,,,,,,
2017-06-13,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-06-14,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,1000,,,,,,,,,,,,
2017-06-15,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-06-16,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-06-19,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-06-20,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-06-21,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-06-22,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-06-23,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-06-27,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-06-28,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-06-29,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-06-30,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-07-04,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-07-05,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-07-06,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-07-07,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-07-10,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-07-11,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-07-12,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-07-13,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-07-14,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,5800,,,,,,,,,,,,
2017-07-17,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-07-18,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-07-19,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-07-20,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-07-21,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,0.1,,,,,,,,,,,
2017-07-24,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,0.1,,,,,,,,,,,
2017-07-25,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,700,,,,,,,,,,,,
2017-07-26,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-07-27,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-07-28,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-07-31,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-08-01,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-08-02,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-08-03,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-08-04,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-08-07,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-08-08,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-08-09,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-08-10,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-08-11,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-08-14,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-08-15,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-08-16,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-08-17,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-08-18,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-08-21,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-08-22,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-08-23,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-08-24,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-08-25,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-08-28,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-08-29,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-08-30,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-08-31,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-09-04,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-09-05,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-09-06,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-09-07,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-09-08,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-09-11,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-09-12,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-09-13,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-09-14,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-09-15,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-09-18,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-09-19,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-09-20,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-09-22,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-09-25,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-09-26,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-09-27,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-09-28,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-09-29,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,0.1,,,,,,,,,,,
2017-10-02,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,900,,,,,,,,,,,,
2017-10-03,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-10-04,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-10-05,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-10-06,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-10-09,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-10-10,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-10-11,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,1500,0.1,,,,,,,,,,,
2017-10-12,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-10-13,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-10-16,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-10-17,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-10-18,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-10-19,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,1000,,,,,,,,,,,,
2017-10-20,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-10-23,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-10-24,AYRTN,0.12,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2017-10-25,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-10-26,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-10-27,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-10-30,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-10-31,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-11-01,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-11-02,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-11-03,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-11-06,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-11-07,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-11-08,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,0.16,,,,,,,,,,,
2017-11-09,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-11-10,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-11-13,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-11-14,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-11-15,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-11-16,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-11-17,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-11-20,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-11-21,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-11-22,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-11-23,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2017-11-24,AYRTN,0.12,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
